dtVenda;vlVenda;cdCliente;cdProduto
6/13/2016 00:00:00;886.24;2842;5
6/29/2017 00:00:00;925.05;5543;5
03/08/2018 00:00;883.26;3705;5
06/08/2016 00:00;952.03;2650;4
11/08/2018 00:00;949.08;7325;5
07/01/2018 00:00;611.97;4629;5
06/08/2016 00:00;750.17;3808;4
01/11/2017 00:00;269.06;5813;4
01/10/2018 00:00;808.39;9670;5
05/02/2016 00:00;642.08;5813;5
12/08/2017 00:00;429.77;9385;4
08/04/2016 00:00;519.63;5608;5
6/26/2017 00:00:00;265.41;3705;5
3/16/2016 00:00:00;557.42;7108;5
7/13/2016 00:00:00;471.62;7215;4
3/28/2018 00:00:00;876.00;5758;4
1/23/2016 00:00:00;580.42;3160;4
3/14/2018 00:00:00;876.56;8671;5
4/18/2016 00:00:00;816.40;4629;5
04/08/2017 00:00;791.92;8796;5
07/12/2018 00:00;248.30;3705;4
09/11/2016 00:00;585.40;4725;3
12/17/2016 00:00:00;797.74;8796;4
12/26/2018 00:00:00;519.04;4629;5
12/28/2018 00:00:00;254.19;5194;5
3/28/2016 00:00:00;986.43;8796;5
10/12/2018 00:00;542.01;6682;4
09/07/2017 00:00;505.53;9670;4
09/04/2018 00:00;353.26;6763;5
07/09/2017 00:00;846.38;7108;4
4/20/2016 00:00:00;314.45;5194;5
4/20/2017 00:00:00;462.19;9670;5
07/02/2018 00:00;562.02;5813;3
08/03/2018 00:00;258.94;6763;5
11/15/2017 00:00:00;912.81;7473;5
2/27/2016 00:00:00;525.92;5543;5
11/11/2016 00:00;410.26;2842;4
1/26/2017 00:00:00;817.89;3808;5
10/26/2017 00:00:00;471.80;3705;5
9/24/2018 00:00:00;240.77;4630;4
7/30/2016 00:00:00;334.51;7215;5
9/18/2017 00:00:00;706.29;5813;5
06/07/2017 00:00;324.83;5758;5
3/26/2017 00:00:00;970.79;9670;5
5/22/2018 00:00:00;448.57;7108;5
6/30/2017 00:00:00;904.68;5608;4
08/02/2018 00:00;473.00;5813;5
11/18/2018 00:00:00;326.93;7108;5
3/24/2018 00:00:00;624.77;3808;5
04/10/2016 00:00;964.92;7215;4
12/24/2016 00:00:00;636.60;4630;4
9/18/2018 00:00:00;516.91;9670;5
8/29/2017 00:00:00;847.49;8796;5
4/29/2017 00:00:00;378.86;3808;5
11/06/2017 00:00;396.76;7325;5
05/10/2016 00:00;738.60;2842;5
06/12/2017 00:00;642.36;9670;5
11/28/2017 00:00:00;335.99;2842;4
10/20/2016 00:00:00;603.42;6763;5
10/09/2018 00:00;910.93;8796;5
03/07/2017 00:00;274.38;8796;5
3/13/2017 00:00:00;166.68;5543;5
11/10/2017 00:00;687.59;8671;4
10/03/2016 00:00;997.67;4630;5
10/12/2017 00:00;480.01;8671;5
5/15/2016 00:00:00;808.74;7325;4
10/16/2017 00:00:00;944.67;4630;3
7/18/2018 00:00:00;155.44;6763;4
10/07/2016 00:00;267.27;5393;5
07/08/2018 00:00;509.75;3705;5
2/24/2018 00:00:00;841.55;8671;4
8/22/2016 00:00:00;624.35;3705;5
1/18/2016 00:00:00;195.86;8796;4
5/29/2017 00:00:00;741.36;7215;5
2/19/2016 00:00:00;569.74;7325;5
04/01/2017 00:00;917.34;6763;5
3/23/2016 00:00:00;809.02;7325;5
3/21/2017 00:00:00;341.75;5543;5
04/04/2018 00:00;164.92;9670;5
11/09/2018 00:00;201.55;9385;5
12/28/2016 00:00:00;417.46;9670;3
4/22/2016 00:00:00;896.32;8796;5
10/06/2017 00:00;502.79;7215;5
06/02/2017 00:00;140.18;4725;4
5/15/2017 00:00:00;580.44;5758;5
8/25/2016 00:00:00;716.62;3705;4
12/26/2018 00:00:00;708.46;3808;5
5/22/2017 00:00:00;898.07;9670;5
7/22/2017 00:00:00;268.19;3705;5
04/03/2017 00:00;701.11;3160;5
04/07/2016 00:00;294.67;2842;4
04/02/2016 00:00;756.63;2842;4
11/19/2017 00:00:00;560.06;8796;4
6/16/2018 00:00:00;696.81;5608;5
03/01/2016 00:00;320.61;3808;5
10/18/2018 00:00:00;836.39;5543;5
7/29/2018 00:00:00;772.83;4629;4
10/12/2018 00:00;272.40;4725;4
08/02/2018 00:00;680.26;5608;5
11/23/2016 00:00:00;519.12;4630;5
12/28/2017 00:00:00;926.20;5194;5
05/08/2016 00:00;574.35;5543;4
08/03/2017 00:00;766.37;4725;4
10/12/2016 00:00;958.38;7325;5
03/02/2018 00:00;921.72;5194;5
11/25/2018 00:00:00;691.31;4630;4
02/10/2017 00:00;334.60;3705;4
10/02/2017 00:00;260.26;9670;5
11/13/2018 00:00:00;873.99;5813;5
4/24/2018 00:00:00;780.13;6682;5
7/23/2018 00:00:00;301.03;2650;5
4/15/2017 00:00:00;286.09;9670;5
7/28/2016 00:00:00;758.05;2842;5
09/08/2016 00:00;169.09;8671;5
4/27/2018 00:00:00;150.15;8796;5
08/12/2016 00:00;439.79;7108;5
10/26/2018 00:00:00;846.20;4629;5
11/09/2016 00:00;136.95;3160;5
4/13/2018 00:00:00;847.25;5758;5
5/29/2018 00:00:00;138.87;3705;5
5/28/2017 00:00:00;889.36;5608;5
8/17/2017 00:00:00;382.36;2650;5
05/08/2018 00:00;279.90;9385;5
02/04/2016 00:00;656.73;9385;4
9/25/2018 00:00:00;802.53;8796;5
7/19/2017 00:00:00;522.79;5194;5
02/01/2017 00:00;586.94;5608;4
1/17/2018 00:00:00;379.60;7325;5
11/14/2016 00:00:00;618.75;5194;3
01/02/2017 00:00;674.23;4629;5
8/31/2017 00:00:00;752.96;5393;4
1/15/2018 00:00:00;898.18;3808;5
08/04/2017 00:00;857.21;7215;3
11/20/2018 00:00:00;823.94;3160;4
05/01/2016 00:00;279.05;4629;5
10/22/2017 00:00:00;290.02;7325;5
11/28/2016 00:00:00;409.73;2650;5
7/26/2018 00:00:00;252.93;5543;4
12/20/2017 00:00:00;932.81;7108;4
01/08/2018 00:00;546.32;9385;5
11/27/2016 00:00:00;864.84;4630;5
6/27/2018 00:00:00;170.72;4630;5
6/26/2016 00:00:00;934.60;8671;5
11/06/2018 00:00;308.19;5194;4
1/16/2016 00:00:00;162.47;7325;5
7/21/2018 00:00:00;560.11;9670;5
10/08/2016 00:00;784.82;7473;5
10/11/2018 00:00;618.09;4629;5
3/28/2016 00:00:00;593.41;5543;4
9/29/2017 00:00:00;960.99;7325;5
9/27/2017 00:00:00;749.46;7108;5
7/15/2016 00:00:00;883.52;6682;4
4/14/2018 00:00:00;851.26;5608;5
3/22/2018 00:00:00;860.62;2650;5
07/01/2017 00:00;704.31;9385;5
10/28/2016 00:00:00;407.28;7215;5
02/08/2018 00:00;114.36;7108;5
1/17/2016 00:00:00;652.72;5393;4
11/08/2017 00:00;592.44;9385;5
8/30/2017 00:00:00;565.90;9670;4
12/02/2017 00:00;143.90;5608;2
10/30/2017 00:00:00;792.05;4725;5
09/06/2017 00:00;734.45;9670;3
1/16/2016 00:00:00;132.68;6682;5
01/09/2017 00:00;676.13;5608;5
01/05/2016 00:00;838.98;6682;4
06/06/2017 00:00;747.37;7473;5
10/06/2016 00:00;912.31;2650;5
7/17/2018 00:00:00;853.33;3808;5
06/08/2018 00:00;861.68;9385;5
9/13/2018 00:00:00;571.96;9670;4
09/09/2017 00:00;942.58;4630;4
01/11/2016 00:00;486.95;3808;4
11/30/2018 00:00:00;897.53;2842;5
6/29/2016 00:00:00;522.04;4725;4
5/26/2018 00:00:00;676.55;2650;4
10/28/2018 00:00:00;344.91;3705;5
8/23/2018 00:00:00;426.84;5543;4
01/10/2017 00:00;890.20;8671;5
10/02/2018 00:00;721.15;2650;5
6/15/2017 00:00:00;357.62;4725;5
11/24/2017 00:00:00;792.80;5813;4
02/10/2017 00:00;291.17;5194;4
4/28/2016 00:00:00;181.65;2650;3
11/26/2017 00:00:00;980.22;7215;5
10/12/2016 00:00;130.60;3705;5
8/23/2018 00:00:00;114.89;5608;5
03/04/2017 00:00;538.32;4630;5
2/22/2017 00:00:00;190.44;2842;5
12/24/2017 00:00:00;864.07;2650;5
04/11/2016 00:00;444.28;3808;5
10/29/2017 00:00:00;236.18;4725;4
06/05/2016 00:00;459.23;9670;5
2/22/2016 00:00:00;206.08;5194;5
1/16/2017 00:00:00;922.12;2842;5
05/01/2017 00:00;354.10;7215;5
7/16/2016 00:00:00;533.85;5543;5
6/24/2018 00:00:00;410.46;6682;5
5/26/2017 00:00:00;283.47;4629;4
07/11/2018 00:00;922.89;7473;5
3/20/2017 00:00:00;625.54;3705;3
2/28/2016 00:00:00;315.17;7215;5
07/10/2017 00:00;111.19;7473;5
7/24/2016 00:00:00;723.55;2650;5
12/22/2017 00:00:00;383.69;4630;5
02/10/2018 00:00;644.44;5194;5
09/07/2018 00:00;400.97;8671;4
01/09/2018 00:00;480.42;7108;4
07/11/2016 00:00;200.31;7473;4
5/26/2018 00:00:00;864.50;4725;4
12/11/2018 00:00;958.80;7473;5
9/24/2018 00:00:00;840.31;3808;5
12/25/2018 00:00:00;319.24;5194;4
02/10/2017 00:00;167.41;3160;4
12/03/2016 00:00;127.63;5608;5
6/23/2017 00:00:00;409.30;7215;5
01/04/2018 00:00;590.34;5393;5
4/18/2017 00:00:00;281.31;9670;5
7/14/2017 00:00:00;575.17;2650;4
08/12/2018 00:00;926.79;5194;5
4/13/2017 00:00:00;361.43;5758;4
7/16/2017 00:00:00;267.80;5543;5
08/04/2018 00:00;506.74;9385;4
8/21/2018 00:00:00;652.16;6682;4
10/01/2017 00:00;282.46;6763;5
10/19/2018 00:00:00;689.98;4629;5
08/05/2017 00:00;366.89;2842;3
5/17/2018 00:00:00;438.59;5758;4
10/21/2018 00:00:00;765.49;7325;5
12/06/2017 00:00;560.89;5758;4
03/09/2016 00:00;420.22;5194;4
6/19/2017 00:00:00;362.36;6763;5
10/15/2017 00:00:00;224.36;3705;5
11/06/2017 00:00;684.99;4725;4
07/10/2016 00:00;445.38;5608;5
10/31/2017 00:00:00;196.66;5194;4
6/19/2017 00:00:00;731.56;8671;5
11/18/2018 00:00:00;150.69;6682;4
1/14/2018 00:00:00;835.95;3160;5
8/27/2016 00:00:00;694.55;6763;5
09/06/2018 00:00;169.54;9670;4
01/11/2016 00:00;551.70;7325;4
01/08/2018 00:00;111.18;4725;5
06/05/2018 00:00;310.97;6682;4
10/01/2018 00:00;254.48;3705;4
09/02/2017 00:00;669.76;8796;5
03/01/2018 00:00;284.94;5758;4
06/09/2018 00:00;329.55;5758;4
06/03/2017 00:00;851.61;8671;5
01/12/2016 00:00;332.63;4725;4
06/04/2018 00:00;624.99;7325;5
3/19/2016 00:00:00;706.97;5758;5
4/19/2018 00:00:00;831.19;9385;5
12/27/2016 00:00:00;993.98;4630;5
02/06/2017 00:00;257.64;2650;4
3/15/2016 00:00:00;450.67;5813;5
10/16/2018 00:00:00;503.74;8796;4
8/14/2016 00:00:00;934.59;2650;5
07/02/2017 00:00;831.64;5543;4
2/19/2017 00:00:00;689.95;6682;4
1/31/2016 00:00:00;275.72;5393;5
11/30/2017 00:00:00;215.13;9385;4
08/12/2017 00:00;580.41;5194;5
5/26/2018 00:00:00;278.96;7215;5
02/07/2017 00:00;887.03;4630;5
3/17/2017 00:00:00;769.17;2650;5
06/07/2018 00:00;859.84;5813;5
02/06/2017 00:00;172.54;7108;5
10/26/2017 00:00:00;300.51;5393;5
01/05/2018 00:00;502.69;6682;5
1/18/2016 00:00:00;889.30;5543;4
9/23/2018 00:00:00;838.44;3705;4
1/15/2016 00:00:00;717.68;7215;5
12/24/2017 00:00:00;982.33;5393;4
02/10/2016 00:00;573.27;5543;4
07/11/2016 00:00;691.18;3705;5
7/14/2016 00:00:00;489.83;4629;4
8/23/2018 00:00:00;131.37;4630;5
10/10/2017 00:00;811.91;7325;5
12/28/2018 00:00:00;827.10;7473;5
6/18/2016 00:00:00;784.46;8671;5
05/09/2018 00:00;207.58;3160;5
04/07/2018 00:00;623.16;6682;5
2/21/2016 00:00:00;518.20;5813;5
09/11/2016 00:00;823.07;3705;5
05/12/2017 00:00;112.07;5194;4
10/22/2018 00:00:00;225.96;4629;4
5/30/2017 00:00:00;373.80;9670;5
9/14/2017 00:00:00;571.12;4630;5
06/06/2017 00:00;115.65;8671;5
11/10/2016 00:00;418.50;6682;5
4/25/2018 00:00:00;852.60;7325;5
10/16/2018 00:00:00;164.02;5543;5
1/28/2018 00:00:00;871.30;7108;5
3/23/2017 00:00:00;269.53;7215;5
02/01/2016 00:00;822.45;3705;4
10/01/2017 00:00;749.99;5393;4
10/20/2016 00:00:00;878.11;5393;4
4/26/2017 00:00:00;733.46;2842;5
04/12/2018 00:00;394.34;8796;5
2/17/2016 00:00:00;817.08;8671;4
5/30/2018 00:00:00;162.00;4630;5
11/23/2018 00:00:00;573.62;3808;5
6/28/2017 00:00:00;667.39;2842;3
8/24/2016 00:00:00;991.96;7325;4
12/25/2017 00:00:00;863.37;3705;4
11/03/2018 00:00;178.97;2650;4
06/04/2017 00:00;933.24;6682;4
9/30/2017 00:00:00;761.96;3705;5
09/02/2017 00:00;417.19;6763;5
9/25/2018 00:00:00;179.45;6763;4
7/24/2018 00:00:00;246.80;7325;4
05/07/2017 00:00;802.16;7108;5
06/10/2016 00:00;121.67;2842;4
3/20/2018 00:00:00;198.63;7473;4
12/08/2016 00:00;298.78;7325;5
2/22/2016 00:00:00;748.99;3160;4
8/23/2017 00:00:00;470.32;4725;4
1/16/2016 00:00:00;229.40;5608;5
1/19/2017 00:00:00;364.62;5758;3
5/25/2016 00:00:00;432.81;5813;5
7/29/2018 00:00:00;323.14;9385;4
9/20/2016 00:00:00;984.52;5608;5
03/01/2016 00:00;521.65;3808;5
5/19/2016 00:00:00;869.51;7473;5
7/17/2016 00:00:00;503.94;5813;4
12/14/2018 00:00:00;437.71;5194;4
6/27/2017 00:00:00;189.30;3808;4
09/04/2018 00:00;940.35;9385;5
9/15/2017 00:00:00;227.38;7108;4
03/11/2016 00:00;623.05;5608;4
4/18/2017 00:00:00;251.16;5608;5
8/24/2016 00:00:00;610.08;2842;5
10/11/2018 00:00;418.66;9385;5
06/11/2016 00:00;350.91;4629;5
8/27/2017 00:00:00;118.40;5813;4
1/23/2016 00:00:00;765.91;7108;4
06/06/2016 00:00;874.82;3705;5
05/02/2018 00:00;907.20;7108;5
2/22/2016 00:00:00;253.94;5758;4
2/17/2016 00:00:00;157.70;5813;5
7/14/2017 00:00:00;943.03;9670;5
02/09/2016 00:00;908.43;3705;5
06/07/2016 00:00;955.00;2650;5
10/02/2017 00:00;203.81;5393;5
1/25/2018 00:00:00;719.84;3808;4
1/25/2016 00:00:00;755.96;3160;5
05/10/2018 00:00;133.57;8671;5
6/19/2018 00:00:00;722.91;3160;5
04/01/2017 00:00;419.44;7325;5
02/10/2017 00:00;384.15;3808;5
2/24/2016 00:00:00;886.83;6763;5
08/06/2017 00:00;486.59;4630;4
04/08/2016 00:00;637.11;4629;5
7/13/2017 00:00:00;376.73;9385;5
12/28/2016 00:00:00;121.86;5608;5
01/01/2016 00:00;223.10;5758;4
1/14/2016 00:00:00;936.17;4629;5
7/24/2017 00:00:00;213.13;4629;5
12/23/2017 00:00:00;331.98;5543;5
9/20/2017 00:00:00;606.87;5813;5
9/26/2016 00:00:00;196.24;5608;5
1/28/2016 00:00:00;478.08;5608;4
10/20/2017 00:00:00;772.22;7215;5
08/05/2018 00:00;925.60;3808;5
7/28/2018 00:00:00;688.80;9670;4
5/24/2018 00:00:00;983.12;7215;5
04/11/2016 00:00;761.33;8671;5
11/25/2016 00:00:00;572.12;7108;4
12/20/2017 00:00:00;352.05;9670;4
06/05/2018 00:00;481.43;4630;4
3/14/2016 00:00:00;305.66;7215;4
4/26/2016 00:00:00;174.27;7215;5
4/19/2018 00:00:00;448.31;5543;4
3/31/2017 00:00:00;410.64;3705;5
1/17/2018 00:00:00;517.36;5608;5
10/23/2017 00:00:00;608.70;7215;4
05/12/2018 00:00;767.37;4629;5
12/06/2017 00:00;267.00;5813;5
3/25/2018 00:00:00;427.45;6682;5
8/29/2018 00:00:00;247.57;3160;5
1/27/2016 00:00:00;178.65;5543;5
12/04/2016 00:00;208.98;6682;5
3/28/2018 00:00:00;260.45;9670;5
07/10/2018 00:00;999.20;5608;5
10/19/2018 00:00:00;322.12;9670;5
7/21/2018 00:00:00;593.16;5608;5
10/16/2018 00:00:00;535.87;4629;5
2/19/2017 00:00:00;860.82;8796;4
5/18/2017 00:00:00;574.51;3705;5
8/13/2016 00:00:00;915.36;8796;5
11/12/2016 00:00;765.86;2650;5
3/27/2017 00:00:00;176.16;5194;5
6/22/2017 00:00:00;906.20;6682;4
1/27/2017 00:00:00;208.36;7108;4
11/30/2018 00:00:00;433.32;7473;4
11/06/2018 00:00;733.53;4725;4
6/14/2018 00:00:00;810.61;5608;5
06/10/2016 00:00;128.45;9385;4
11/03/2016 00:00;529.21;3160;4
11/04/2016 00:00;290.42;8796;4
5/16/2018 00:00:00;133.10;8671;5
07/01/2018 00:00;410.81;2650;5
4/27/2017 00:00:00;301.84;4630;5
09/08/2018 00:00;234.76;3160;4
7/26/2017 00:00:00;171.63;5758;5
05/01/2016 00:00;311.21;4725;4
2/18/2016 00:00:00;670.60;2650;3
02/11/2016 00:00;660.50;5758;5
6/21/2016 00:00:00;266.78;3808;5
05/06/2018 00:00;896.64;4629;5
3/15/2017 00:00:00;727.63;5194;5
04/12/2018 00:00;414.68;7473;5
2/28/2018 00:00:00;877.12;4629;5
02/04/2016 00:00;650.59;4630;5
11/26/2018 00:00:00;753.38;7215;5
11/19/2017 00:00:00;812.94;5758;5
1/25/2018 00:00:00;137.25;7473;5
12/22/2016 00:00:00;566.53;8796;4
12/19/2017 00:00:00;169.84;2842;5
3/17/2016 00:00:00;186.97;4629;5
3/21/2018 00:00:00;597.39;2650;4
1/14/2017 00:00:00;687.94;7215;5
09/01/2017 00:00;154.80;5393;4
12/18/2017 00:00:00;229.61;5758;5
1/13/2016 00:00:00;373.93;5543;5
09/02/2017 00:00;165.74;7215;5
11/29/2017 00:00:00;637.36;2842;4
10/18/2018 00:00:00;362.44;4725;5
03/09/2017 00:00;465.04;5543;5
11/16/2017 00:00:00;611.56;2842;5
07/08/2016 00:00;764.60;7325;5
03/06/2016 00:00;456.37;5758;5
08/10/2017 00:00;560.32;5608;5
08/12/2018 00:00;370.76;9670;4
02/04/2018 00:00;252.45;5194;5
2/16/2017 00:00:00;729.36;4725;4
6/17/2016 00:00:00;876.95;7473;4
5/21/2016 00:00:00;757.86;8796;5
03/04/2016 00:00;923.27;5813;4
6/20/2016 00:00:00;716.60;9385;5
2/14/2016 00:00:00;817.93;9385;5
09/05/2017 00:00;648.85;6763;5
8/18/2018 00:00:00;706.42;6682;5
2/18/2018 00:00:00;506.23;5813;4
6/13/2016 00:00:00;300.27;5393;5
10/10/2018 00:00;135.55;6682;5
09/03/2016 00:00;235.19;3705;5
12/01/2017 00:00;124.24;5194;5
06/05/2016 00:00;126.86;5608;4
3/24/2016 00:00:00;782.74;2842;5
6/26/2017 00:00:00;122.29;3160;5
02/02/2018 00:00;655.71;2842;4
05/01/2017 00:00;328.58;3705;5
04/12/2018 00:00;678.86;2842;5
4/30/2017 00:00:00;660.15;4725;4
12/28/2016 00:00:00;628.56;5813;4
07/09/2018 00:00;502.98;6682;3
4/29/2018 00:00:00;670.73;8671;4
02/04/2017 00:00;357.68;7215;4
10/08/2018 00:00;372.31;5194;5
01/01/2018 00:00;706.07;3808;5
08/01/2017 00:00;890.98;5393;5
04/11/2017 00:00;198.96;6763;5
10/25/2018 00:00:00;610.31;7215;4
02/08/2018 00:00;911.77;5758;4
2/23/2016 00:00:00;488.33;8671;5
11/30/2016 00:00:00;901.02;7108;5
05/02/2017 00:00;792.05;5393;5
8/22/2018 00:00:00;196.12;4629;3
12/13/2016 00:00:00;336.40;5194;5
1/19/2017 00:00:00;399.68;3808;5
1/25/2016 00:00:00;199.38;6763;5
6/16/2016 00:00:00;741.12;4725;4
2/27/2018 00:00:00;785.03;2650;4
05/04/2018 00:00;539.11;2842;5
10/08/2016 00:00;672.78;5194;4
3/23/2016 00:00:00;463.30;4629;4
8/16/2018 00:00:00;549.72;5758;5
12/13/2016 00:00:00;939.64;2650;5
11/25/2017 00:00:00;466.78;7473;4
3/24/2017 00:00:00;246.07;4630;5
4/15/2018 00:00:00;263.77;9670;5
03/03/2017 00:00;525.64;7108;4
10/25/2016 00:00:00;983.79;7108;4
6/24/2018 00:00:00;667.96;7108;5
4/13/2018 00:00:00;592.82;4630;4
06/11/2017 00:00;896.47;5813;4
03/03/2017 00:00;608.63;8671;4
10/05/2017 00:00;319.52;5608;4
7/18/2017 00:00:00;804.61;4630;4
10/12/2017 00:00;452.45;5543;5
5/20/2016 00:00:00;619.92;5393;5
11/30/2018 00:00:00;642.75;5813;5
6/29/2018 00:00:00;990.87;7325;5
9/21/2018 00:00:00;280.60;7108;5
03/12/2018 00:00;743.49;9385;5
09/05/2017 00:00;115.69;2650;5
2/27/2017 00:00:00;558.54;4725;4
7/30/2017 00:00:00;422.48;3808;4
9/30/2016 00:00:00;129.00;7325;5
02/12/2017 00:00;216.66;7108;5
1/28/2017 00:00:00;819.54;7108;3
10/14/2016 00:00:00;979.87;8796;5
3/26/2017 00:00:00;156.61;8671;5
03/07/2018 00:00;749.42;5194;5
10/31/2018 00:00:00;374.82;4629;4
8/25/2017 00:00:00;880.55;5813;4
07/03/2017 00:00;157.46;4725;5
04/04/2017 00:00;354.51;7215;5
11/24/2018 00:00:00;179.06;6682;5
5/23/2016 00:00:00;274.13;6682;5
8/22/2016 00:00:00;843.27;8671;4
12/17/2016 00:00:00;501.05;5393;5
3/17/2017 00:00:00;715.34;7108;5
11/29/2017 00:00:00;296.72;7473;5
12/17/2018 00:00:00;591.14;9670;5
03/03/2018 00:00;878.20;7215;3
2/27/2018 00:00:00;821.41;4725;5
3/14/2018 00:00:00;960.95;7215;5
12/12/2018 00:00;558.88;6763;5
9/20/2017 00:00:00;600.45;6682;4
9/21/2018 00:00:00;489.01;5194;3
6/16/2018 00:00:00;775.71;5543;5
4/29/2016 00:00:00;310.30;2842;4
11/22/2018 00:00:00;801.31;4725;4
9/20/2016 00:00:00;961.29;7108;5
10/28/2017 00:00:00;389.06;2650;4
5/21/2016 00:00:00;972.42;7215;4
2/15/2016 00:00:00;549.20;9385;5
12/28/2016 00:00:00;242.53;7215;4
5/15/2018 00:00:00;483.39;4629;4
10/16/2018 00:00:00;722.51;9670;5
05/11/2017 00:00;498.30;5608;5
04/12/2017 00:00;182.19;7108;4
2/26/2018 00:00:00;329.28;3808;5
11/04/2016 00:00;874.43;2650;5
2/14/2018 00:00:00;160.82;4630;5
11/10/2018 00:00;121.20;9670;5
4/26/2017 00:00:00;525.16;5608;4
8/17/2018 00:00:00;748.34;8796;5
9/21/2018 00:00:00;749.68;5393;5
7/28/2018 00:00:00;523.25;3808;4
9/20/2017 00:00:00;128.61;5194;5
11/10/2018 00:00;999.73;2842;5
2/14/2018 00:00:00;864.16;6763;5
1/14/2016 00:00:00;294.45;7325;5
8/14/2017 00:00:00;805.28;7325;5
8/21/2017 00:00:00;375.24;5393;5
7/23/2017 00:00:00;119.98;7108;5
09/05/2018 00:00;462.47;5758;5
05/05/2018 00:00;500.76;6763;5
08/04/2017 00:00;152.69;7325;4
04/01/2017 00:00;600.17;7473;5
11/20/2016 00:00:00;321.44;7325;5
09/04/2018 00:00;572.03;3160;5
03/12/2018 00:00;887.79;6682;4
10/18/2016 00:00:00;434.72;6763;5
12/13/2018 00:00:00;915.24;9670;5
01/04/2018 00:00;688.86;2650;4
11/30/2016 00:00:00;582.03;4629;5
12/01/2018 00:00;681.50;4630;5
11/14/2016 00:00:00;132.62;7108;5
08/08/2017 00:00;576.94;7108;4
2/22/2018 00:00:00;232.75;5758;4
3/16/2017 00:00:00;492.47;3705;5
4/21/2018 00:00:00;882.34;7215;4
6/17/2018 00:00:00;678.35;6763;4
6/22/2016 00:00:00;836.63;2842;5
09/03/2016 00:00;387.61;3705;5
07/04/2016 00:00;857.57;2650;5
3/21/2018 00:00:00;145.18;6763;4
9/16/2018 00:00:00;198.43;5543;5
10/02/2017 00:00;832.72;5194;5
8/26/2017 00:00:00;441.80;5813;5
12/01/2018 00:00;374.17;5608;4
08/05/2016 00:00;466.66;9385;3
01/07/2018 00:00;161.18;5608;4
12/25/2016 00:00:00;583.79;9670;5
2/28/2018 00:00:00;199.98;5608;4
1/24/2017 00:00:00;898.30;9670;4
11/08/2016 00:00;186.00;4629;4
11/12/2016 00:00;609.94;5758;5
07/01/2018 00:00;606.71;9670;4
5/27/2017 00:00:00;178.06;7473;5
10/30/2016 00:00:00;418.53;3160;4
01/10/2016 00:00;117.40;3808;5
2/24/2017 00:00:00;235.58;9385;5
6/21/2016 00:00:00;420.86;7473;5
10/30/2016 00:00:00;531.06;8796;4
5/30/2016 00:00:00;979.56;4630;5
05/08/2016 00:00;876.76;9385;5
7/27/2017 00:00:00;405.95;5813;4
2/24/2017 00:00:00;158.46;5194;5
5/29/2017 00:00:00;975.18;4630;4
5/14/2017 00:00:00;679.48;5813;5
3/27/2016 00:00:00;518.97;5758;5
03/04/2016 00:00;145.33;5194;4
7/29/2017 00:00:00;834.87;9385;3
1/29/2017 00:00:00;650.18;5543;5
03/10/2016 00:00;155.80;7473;4
12/23/2017 00:00:00;388.72;7215;5
06/03/2016 00:00;119.21;5393;5
10/13/2017 00:00:00;842.94;6682;4
08/11/2018 00:00;288.79;6682;5
11/27/2017 00:00:00;785.60;6763;3
10/01/2016 00:00;163.13;4630;5
8/15/2016 00:00:00;868.35;5758;4
7/29/2016 00:00:00;263.75;6682;5
01/06/2018 00:00;897.61;4630;5
5/25/2016 00:00:00;780.32;3808;5
7/19/2017 00:00:00;844.34;8796;5
04/11/2018 00:00;139.81;2650;5
03/07/2016 00:00;280.75;3160;5
6/18/2017 00:00:00;168.61;5393;5
07/01/2018 00:00;615.17;7108;5
06/08/2018 00:00;987.87;8671;4
9/18/2017 00:00:00;738.15;5393;5
12/17/2018 00:00:00;570.87;4725;5
10/27/2016 00:00:00;264.42;3160;5
1/21/2016 00:00:00;725.39;5608;5
04/05/2016 00:00;597.22;2650;4
07/03/2016 00:00;606.80;9670;5
11/30/2018 00:00:00;347.43;7215;5
7/26/2018 00:00:00;295.08;4630;5
02/10/2018 00:00;681.03;8671;5
8/31/2017 00:00:00;385.53;7108;5
09/10/2016 00:00;136.60;2650;4
03/01/2016 00:00;180.17;6763;5
02/05/2016 00:00;422.97;7325;5
02/03/2017 00:00;307.34;8796;5
05/12/2017 00:00;582.82;2842;4
3/22/2018 00:00:00;707.20;7325;5
10/28/2018 00:00:00;997.80;4629;5
12/17/2016 00:00:00;280.15;9670;5
03/06/2016 00:00;637.10;4725;5
08/05/2017 00:00;200.51;8671;5
8/25/2017 00:00:00;436.88;9670;4
11/03/2016 00:00;393.29;8671;5
6/14/2017 00:00:00;286.65;9385;5
3/16/2017 00:00:00;866.14;5543;5
10/01/2017 00:00;365.02;5608;5
04/08/2017 00:00;538.80;5813;5
09/05/2018 00:00;991.62;9385;5
7/17/2018 00:00:00;325.70;9385;4
12/14/2016 00:00:00;165.00;7108;5
08/03/2017 00:00;626.86;7215;5
1/20/2017 00:00:00;505.33;7108;4
6/23/2018 00:00:00;619.32;9385;4
10/05/2018 00:00;694.29;4630;5
12/20/2017 00:00:00;492.23;9670;5
05/10/2016 00:00;720.55;5758;4
10/31/2018 00:00:00;738.73;5393;4
1/28/2018 00:00:00;882.00;9670;5
02/12/2018 00:00;722.33;6682;5
1/19/2016 00:00:00;545.06;7108;5
01/02/2016 00:00;178.19;4630;4
8/22/2018 00:00:00;279.12;7108;5
3/16/2016 00:00:00;666.76;8671;5
